Name,Count,CountPerSecond,TotalDurationSeconds,FirstStartSeconds,FirstFinishSeconds,FirstDurationSeconds,LastStartSeconds,LastFinishSeconds,LastDurationSeconds,MinDurationSeconds,MaxDurationSeconds,MeanDurationSeconds,DeviationDurationSeconds,
FD3D12Queue::ExecuteCommandLists,9004,1099.243229,1.228447,3.544029,3.547396,0.003367,11.734894,11.735119,0.000225,0.000025,0.017863,0.000136,0.000392,
FLightGridInjectionCS,96,1163.564434,1.210932,5.933869,5.953130,0.019262,6.005591,6.016374,0.010783,0.005387,0.021594,0.012614,0.003838,
FFilterCS,132,1980.239609,1.186200,5.591086,5.595103,0.004017,5.643982,5.657745,0.013763,0.002706,0.031031,0.008986,0.005672,
Tick_Engine,270,87.275029,1.172315,7.061437,7.065526,0.004089,10.057613,10.155105,0.097492,0.001462,0.150366,0.004342,0.013997,
FRenderCameraAerialPerspectiveVolumeCS,64,873.036010,1.125534,5.353628,5.372106,0.018478,5.404690,5.426936,0.022246,0.006815,0.035633,0.017586,0.007173,
FAudioMixerWasapi_InitializeHardware,1,0.958921,1.042839,5.343445,6.386284,1.042839,5.343445,6.386284,1.042839,1.042839,1.042839,1.042839,0.000000,
VirtualTexture,132,1348.072257,1.036085,4.252021,4.260627,0.008607,4.347474,4.349938,0.002464,0.001831,0.020106,0.007849,0.003446,
BasePass,1673,683.240566,1.008939,7.646436,7.646813,0.000377,10.095031,10.095061,0.000030,0.000002,0.082266,0.000603,0.006032,
FDiaphragmDOFGatherCS,82,1912.723812,0.949012,5.870344,5.889682,0.019337,5.899184,5.913215,0.014031,0.004239,0.031540,0.011573,0.005151,
WaitUntilTasksComplete,1406,171.564881,0.945953,3.545398,3.545416,0.000018,11.735665,11.740548,0.004883,0.000000,0.149843,0.000673,0.004806,
FUpscaleCS,120,2198.611577,0.926006,5.648004,5.651208,0.003204,5.698387,5.702584,0.004197,0.002727,0.030160,0.007717,0.005590,
FTonemapCS,110,2414.769609,0.891881,5.700457,5.705738,0.005280,5.740852,5.746010,0.005159,0.002984,0.032567,0.008108,0.003872,
LoadModule.excl.all,293,44.129038,0.889478,0.413681,0.413721,0.000040,7.053146,7.053300,0.000154,0.000003,0.535046,0.003036,0.033538,
LoadModule.excl,293,44.129038,0.889478,0.413681,0.413721,0.000040,7.053146,7.053300,0.000154,0.000003,0.535046,0.003036,0.033538,
VolumetricFogGlobalPSOCollector,24,540.235137,0.884884,5.154480,5.196915,0.042435,5.183463,5.198905,0.015442,0.004508,0.090984,0.036870,0.029585,
FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs,64,2057.580093,0.873906,6.015514,6.036949,0.021435,6.016687,6.046618,0.029931,0.002978,0.036815,0.013655,0.009055,
FPluginManager::LoadModulesForEnabledPlugins,10,1.645071,0.826597,0.896394,1.080702,0.184308,6.973139,6.975160,0.002021,0.000936,0.564327,0.082660,0.178740,
FViewport_Draw,273,86.681548,0.826123,7.005514,7.005522,0.000009,10.059175,10.154973,0.095798,0.000001,0.146879,0.003026,0.014661,
FRenderSeparateCompositionTexturesCS,64,1936.243144,0.771596,6.179895,6.189887,0.009992,6.200197,6.212949,0.012752,0.005416,0.025460,0.012056,0.004366,
CSMShadowDepth,78,418.904404,0.743167,4.171606,4.246584,0.074979,4.349979,4.357805,0.007827,0.001557,0.077346,0.009528,0.013707,
FTaskBase::WaitImpl_StateChangeEvent_WaitFor,1658,227.924849,0.735024,3.810281,3.810563,0.000282,11.084601,11.084609,0.000007,0.000001,0.017493,0.000443,0.001090,
FTemporalAACS,63,1394.326640,0.730202,5.536232,5.542038,0.005806,5.568403,5.581415,0.013011,0.004284,0.024895,0.011591,0.005439,
AppInit,1,1.402984,0.712766,0.467743,1.180509,0.712766,0.467743,1.180509,0.712766,0.712766,0.712766,0.712766,0.000000,
RHIInit,1,1.536960,0.650635,2.844124,3.494759,0.650635,2.844124,3.494759,0.650635,0.650635,0.650635,0.650635,0.000000,
FMaterialShaderMap::CollectPSOPrecacheData,317,112.541672,0.628623,4.137713,4.157030,0.019317,6.954446,6.954447,0.000001,0.000000,0.024984,0.001983,0.004708,
FTaskBase::WaitWithNamedThreadsSupport,543,68.515126,0.600656,3.810277,3.810563,0.000286,11.732119,11.735535,0.003416,0.000005,0.017499,0.001106,0.001715,
ProcessNewlyLoadedUObjects,286,43.223408,0.594702,0.436389,0.436396,0.000007,7.053166,7.053174,0.000008,0.000001,0.593119,0.002079,0.035072,
CustomDepth,26,2863.436123,0.583859,4.338355,4.342963,0.004608,4.341693,4.347435,0.005742,0.001880,0.078948,0.022456,0.030655,
LoadStartupModules,1,1.728558,0.578517,4.426713,5.005230,0.578517,4.426713,5.005230,0.578517,0.578517,0.578517,0.578517,0.000000,
FHairInterpolationCS,64,2335.169847,0.578184,5.262923,5.281630,0.018707,5.275973,5.290330,0.014357,0.003104,0.024854,0.009034,0.004525,
FlushRenderingCommands,39,4.807424,0.576581,3.543797,3.544014,0.000218,11.656024,11.656250,0.000226,0.000080,0.272865,0.014784,0.046416,
FD3D12DynamicRHI::Init,1,1.851211,0.540187,2.954504,3.494691,0.540187,2.954504,3.494691,0.540187,0.540187,0.540187,0.540187,0.000000,
FAudioMixerWasapi_OpenAudioStream,1,1.855932,0.538813,6.386363,6.925176,0.538813,6.386363,6.925176,0.538813,0.538813,0.538813,0.538813,0.000000,
UpdateAllPrimitiveSceneInfos,819,199.798562,0.538006,7.298417,7.298447,0.000030,11.397540,11.397546,0.000006,0.000006,0.016723,0.000657,0.001407,
Tasks::Wait,3531,932.631591,0.536941,7.611737,7.611744,0.000007,11.397792,11.397798,0.000006,0.000000,0.193267,0.000152,0.004597,
FD3D12Adapter::InitializeDevices,1,1.900378,0.526211,2.954553,3.480764,0.526211,2.954553,3.480764,0.526211,0.526211,0.526211,0.526211,0.000000,
FDiaphragmDOFRecombineCS,42,1390.028860,0.519320,5.828748,5.833589,0.004841,5.841599,5.858963,0.017364,0.004841,0.031614,0.012365,0.005784,
FMallocBinnedCommonUtils::FlushCurrentThreadCache,56,13.098710,0.509496,7.285297,7.285311,0.000014,11.559677,11.560527,0.000849,0.000014,0.034059,0.009098,0.011691,
FMallocBinnedCommonUtils::TrimThreadFreeBlockLists,56,13.098724,0.509303,7.285300,7.285310,0.000010,11.559678,11.560526,0.000847,0.000010,0.034046,0.009095,0.011690,
FMeshPassProcessor::AddGraphicsPipelineStateInitializer,14169,5031.603506,0.492038,4.138363,4.143493,0.005130,6.954362,6.954364,0.000001,0.000000,0.006833,0.000035,0.000285,
Translucency,3510,1465.712292,0.484637,7.697333,7.697518,0.000186,10.091950,10.092073,0.000123,0.000001,0.040658,0.000138,0.001311,
EndDrawingViewport,1100,173.310717,0.479573,3.808651,3.808718,0.000067,10.155623,10.155633,0.000009,0.000001,0.028332,0.000436,0.001387,
RenderTranslucency,4050,1691.295620,0.467076,7.697459,7.697518,0.000059,10.091949,10.092073,0.000124,0.000001,0.040653,0.000115,0.001169,
InterruptQueue_Process,21564,2587.748544,0.463843,3.482227,3.482281,0.000055,11.815336,11.815339,0.000004,0.000001,0.003863,0.000022,0.000063,
Slate::DrawWindows,271,42.615443,0.462637,3.796231,3.799783,0.003552,10.155265,10.155428,0.000163,0.000104,0.387722,0.001707,0.023537,
Slate::Tick (Time and Widgets),270,87.396171,0.461632,7.066049,7.453788,0.387739,10.155259,10.155429,0.000170,0.000107,0.387739,0.001710,0.023581,
UObjectLoadAllCompiledInDefaultProperties,1,2.185686,0.457522,3.962677,4.420200,0.457522,3.962677,4.420200,0.457522,0.457522,0.457522,0.457522,0.000000,
RenderDeferredLighting,1640,629.454301,0.443819,7.486429,7.488044,0.001615,10.091792,10.091860,0.000068,0.000006,0.037424,0.000271,0.001076,
FD3D12Adapter::CreateRootDevice,1,2.321805,0.430699,2.954557,3.385256,0.430699,2.954557,3.385256,0.430699,0.430699,0.430699,0.430699,0.000000,
FRenderSkyViewLutCS,32,1120.224605,0.430378,5.426082,5.432362,0.006280,5.432906,5.454647,0.021741,0.006280,0.034406,0.013449,0.006023,
Oversubscription,466,49.303392,0.429241,0.752891,0.752905,0.000014,10.204563,10.204573,0.000010,0.000001,0.076720,0.000921,0.003868,
EndOfPipeTask,329,69.182654,0.406823,7.059799,7.063901,0.004102,11.740838,11.815326,0.074488,0.000003,0.101199,0.001237,0.007394,
ImageWrapper.Compress,8,3.569182,0.406478,7.911806,7.963826,0.052020,10.114097,10.153215,0.039118,0.039118,0.060134,0.050810,0.008179,
StaticLoadObjectInternal,118,38.415096,0.399108,4.098790,4.101904,0.003114,7.168692,7.170499,0.001807,0.000002,0.119997,0.003382,0.011520,
FTaskBase::TryRetractAndExecute,6345,800.591557,0.395446,3.810278,3.810278,0.000000,11.735667,11.735668,0.000001,0.000000,0.191461,0.000062,0.002426,
RHI_CloseChain,15253,1923.593887,0.395275,3.806294,3.806299,0.000004,11.735713,11.735723,0.000009,0.000000,0.001929,0.000026,0.000037,
FlushAsyncLoading,83,11.763293,0.391780,4.098830,4.101898,0.003067,11.154674,11.154677,0.000004,0.000004,0.119866,0.004720,0.013505,
FPngImageWrapper::Compress,8,3.575014,0.378962,7.915103,7.963443,0.048340,10.116825,10.152856,0.036031,0.036031,0.056507,0.047370,0.008025,
LaunchVisibilityTasks,270,93.258537,0.367910,7.194966,7.195093,0.000127,10.090109,10.090144,0.000035,0.000020,0.015574,0.001363,0.001859,
UWorld_Tick,270,90.075895,0.361032,7.061688,7.064075,0.002387,10.057657,10.059160,0.001504,0.000704,0.006926,0.001337,0.000543,
ParallelExecute (Async),2717,1094.282970,0.359142,7.610611,7.611462,0.000851,10.093426,10.093515,0.000090,0.000002,0.019981,0.000132,0.000533,
DeferredLightGlobalPSOCollector,6,239.309830,0.342262,5.148846,5.227550,0.078704,5.148173,5.173919,0.025746,0.022369,0.078704,0.057044,0.025978,
RHICmdList_Submit,9834,1199.971300,0.341100,3.545364,3.545417,0.000053,11.735549,11.740560,0.005010,0.000001,0.149866,0.000035,0.001537,
FEvaluateConcatenateScatterCS,13,535.753290,0.333362,5.467984,5.496361,0.028377,5.462738,5.492249,0.029511,0.015241,0.041985,0.025643,0.007132,
OcclusionCullPipe,270,104.112180,0.331448,7.465323,7.465361,0.000039,10.058074,10.058679,0.000605,0.000010,0.017554,0.001228,0.001944,
RHIGetRenderQueryResult_GPU_Wait,1605,611.368716,0.323782,7.465330,7.465332,0.000003,10.090586,10.090587,0.000001,0.000000,0.017506,0.000202,0.000912,
GPUBound_WaitingForGPUForOcclusionQueries_SeeGPUTrack,269,103.727424,0.322950,7.465328,7.465333,0.000004,10.058078,10.058664,0.000585,0.000002,0.017508,0.001201,0.001943,
AsyncLoadingTime,9637,3138.241236,0.309631,4.099701,4.099703,0.000001,7.170529,7.170529,0.000001,0.000000,0.115383,0.000032,0.001225,
VisibilityCommands,270,93.361554,0.304164,7.198601,7.199608,0.001006,10.090439,10.090584,0.000145,0.000121,0.017568,0.001127,0.001958,
FDeferredShadingSceneRenderer_InitViews,270,93.361616,0.303729,7.198603,7.199607,0.001004,10.090439,10.090584,0.000145,0.000120,0.017567,0.001125,0.001957,
UE::RHICore::Nvidia::Aftermath::InitializeBeforeDeviceCreation,1,3.307283,0.302363,2.954575,3.256938,0.302363,2.954575,3.256938,0.302363,0.302363,0.302363,0.302363,0.000000,
Bloom,1366,506.846509,0.298406,7.400007,7.402308,0.002301,10.094800,10.095103,0.000303,0.000011,0.015257,0.000218,0.000787,
FRDGBuilder::ExecutePasses,817,107.599676,0.293948,3.804588,3.804642,0.000053,11.397530,11.397548,0.000018,0.000005,0.043116,0.000360,0.002513,
D3D12RHI::CreateTextureInternal,290,125.196877,0.291357,7.266065,7.268864,0.002800,9.582237,9.582416,0.000179,0.000012,0.011380,0.001005,0.002100,
FGSTwoForOneTransformCS,12,-824.164503,0.287287,6.154295,6.179820,0.025525,6.123293,6.139735,0.016442,0.009816,0.040543,0.023941,0.008756,
Slate_FlushFontCache,1,3.657501,0.273411,7.180347,7.453758,0.273411,7.180347,7.453758,0.273411,0.273411,0.273411,0.273411,0.000000,
TickCompletionEvents,1883,723.635913,0.271899,7.456977,7.460228,0.003250,10.059112,10.059115,0.000003,0.000001,0.003250,0.000144,0.000210,
FCapsuleShadowingCS,15,-406.088072,0.271021,6.276712,6.290918,0.014206,6.225220,6.239774,0.014554,0.007190,0.034128,0.018068,0.007315,
ProcessUntilTasksComplete,1883,723.636413,0.268354,7.456979,7.460185,0.003206,10.059112,10.059114,0.000002,0.000000,0.003206,0.000143,0.000209,
SlateGlobalPSOCollector,32,2083.089221,0.267365,5.132762,5.137889,0.005127,5.142972,5.148124,0.005152,0.002308,0.020172,0.008355,0.005161,
ProcessVisibilityTasks,270,93.391225,0.256867,7.199517,7.199563,0.000045,10.090566,10.090581,0.000015,0.000008,0.017482,0.000951,0.001959,
FWaitingQueue_Unpark_SignalWaitingThread,32441,3839.257152,0.256043,3.546748,3.546754,0.000006,11.996553,11.996560,0.000007,0.000001,0.001479,0.000008,0.000014,
WaitForVisibilityTasks,270,93.391736,0.251216,7.199520,7.199526,0.000006,10.090566,10.090568,0.000002,0.000001,0.017463,0.000930,0.001957,
FDiaphragmDOFReduceCS,30,868.281671,0.251183,5.912228,5.918648,0.006420,5.941841,5.946779,0.004938,0.002688,0.020687,0.008373,0.004334,
AllocatePlacedTexture,154,66.483810,0.250165,7.266063,7.268865,0.002802,9.582236,9.582417,0.000181,0.000060,0.011382,0.001624,0.002558,
RHICmdList_FlushRHIThread,103,12.568398,0.248824,3.545396,3.545416,0.000021,11.735659,11.740553,0.004894,0.000008,0.149859,0.002416,0.014899,
BeginOcclusionTests,1893,690.514400,0.248221,7.353048,7.357059,0.004011,10.094381,10.094483,0.000102,0.000002,0.006186,0.000131,0.000491,
EndOfPipeTask_RHIProcessDeleteQueue,59,12.406625,0.246534,7.059800,7.063900,0.004100,11.740839,11.815324,0.074485,0.000002,0.101197,0.004179,0.017248,
FGSConvolutionWithTextureCS,12,330.132878,0.246366,6.119318,6.151876,0.032558,6.129771,6.155667,0.025896,0.005822,0.032558,0.020531,0.008793,
FConfigContext::Load,218,22.370535,0.243518,0.412806,0.412928,0.000122,10.157737,10.157767,0.000030,0.000023,0.016302,0.001117,0.001623,
Submission_Wait,275,43.333535,0.240718,3.810277,3.810564,0.000287,10.156008,10.156401,0.000393,0.000117,0.013449,0.000875,0.001289,
FRDGBuilder::SubmitBufferUploads,2451,322.814600,0.238822,3.804886,3.804890,0.000005,11.397461,11.397479,0.000018,0.000001,0.016310,0.000097,0.000483,
PlayFirstPreLoadScreen,2,8.337415,0.238777,3.561587,3.800175,0.238588,3.801280,3.801469,0.000189,0.000189,0.238588,0.119389,0.168573,
PlayFirstPreLoadScreen - FPreLoadScreenManager::Get()->Initialize,2,8.344024,0.238583,3.561592,3.800172,0.238580,3.801281,3.801284,0.000003,0.000003,0.238580,0.119292,0.168699,
FSubsurfaceIndirectDispatchSetupCS,39,2634.761284,0.238322,5.766712,5.773401,0.006689,5.776946,5.781514,0.004568,0.002793,0.024105,0.006111,0.003477,
FTSRDecimateHistoryCS,16,349.379306,0.222026,5.522481,5.538570,0.016090,5.551478,5.568276,0.016798,0.007998,0.023461,0.013877,0.003844,
FHZBBuildCS,48,2018.180442,0.221614,5.472747,5.475830,0.003082,5.492310,5.496531,0.004221,0.002685,0.012057,0.004617,0.002069,
ScreenshotTracing_Execute,4,1.784055,0.213841,7.911823,7.966986,0.055163,10.113597,10.153907,0.040309,0.040309,0.060978,0.053460,0.009089,
Other Classes,1,4.679148,0.213714,4.206472,4.420186,0.213714,4.206472,4.420186,0.213714,0.213714,0.213714,0.213714,0.000000,
FSubsurfaceIndirectDispatchCS,15,862.445666,0.210805,5.768327,5.780426,0.012099,5.764612,5.785719,0.021107,0.003683,0.032553,0.014054,0.006952,
ShadowDepths,1354,518.138244,0.204885,7.481889,7.486160,0.004271,10.095061,10.095091,0.000030,0.000002,0.046837,0.000151,0.001301,
PSOPrecache: Missed,37,18.125845,0.204000,7.304241,7.311632,0.007391,9.345335,9.345525,0.000190,0.000010,0.017760,0.005514,0.004309,
EmberveilRelic,3267,1209.323809,0.203318,7.458212,7.459458,0.001247,10.159706,10.159721,0.000016,0.000000,0.001817,0.000062,0.000090,
SWindow::ShowWindow,2,0.576485,0.200174,3.595251,3.795423,0.200172,7.064552,7.064554,0.000001,0.000001,0.200172,0.100087,0.141542,
MainThreadWaitingOnAsyncLoadingThread,76,37.617982,0.198498,5.150077,5.167645,0.017568,7.168778,7.170387,0.001609,0.000000,0.017568,0.002612,0.004946,
D3D12_Present,275,43.332699,0.194794,3.810576,3.836995,0.026419,10.156405,10.156822,0.000417,0.000251,0.026419,0.000708,0.001692,
ExecuteCommandList,16001,1937.620229,0.193001,3.482480,3.482490,0.000010,11.740547,11.740548,0.000001,0.000000,0.012637,0.000012,0.000151,
FGTAOHorizonSearchAndIntegrateCS,10,270.491049,0.187751,6.222785,6.241500,0.018715,6.240896,6.259755,0.018859,0.012829,0.026698,0.018775,0.004555,
UEngine::InitializeObjectReferences,1,5.335530,0.187423,5.149885,5.337308,0.187423,5.149885,5.337308,0.187423,0.187423,0.187423,0.187423,0.000000,
FPluginManager::ConfigureEnabledPlugins,1,5.458450,0.183202,0.896397,1.079599,0.183202,0.896397,1.079599,0.183202,0.183202,0.183202,0.183202,0.000000,
ProcessEnabledPlugins,1,5.527531,0.180913,0.897280,1.078193,0.180913,0.897280,1.078193,0.180913,0.180913,0.180913,0.180913,0.000000,
AppPreExit,1,5.669285,0.176389,11.373632,11.550021,0.176389,11.373632,11.550021,0.176389,0.176389,0.176389,0.176389,0.000000,
IoDispatcherWaitForIo,326,58.554677,0.175372,3.502833,3.503258,0.000425,9.070179,9.070279,0.000100,0.000001,0.025093,0.000538,0.002290,
FGSComplexTransformCS,12,453.304020,0.173415,6.141481,6.154232,0.012752,6.163634,6.167953,0.004319,0.003001,0.028747,0.014451,0.007219,
LoadIniFileHierarchy,206,57.179630,0.173062,0.624846,0.636772,0.011927,4.223972,4.227527,0.003556,0.000274,0.011927,0.000840,0.001275,
FCoreDelegates::OnExit,1,5.868972,0.170388,11.376403,11.546790,0.170388,11.376403,11.546790,0.170388,0.170388,0.170388,0.170388,0.000000,
FHairStrandsVoxelTransmittanceMaskCS,16,309.581349,0.168446,6.104287,6.111876,0.007588,6.147112,6.155970,0.008858,0.006696,0.021111,0.010528,0.003861,
TranslucencyLightingVolume,818,314.115952,0.164659,7.487652,7.488042,0.000390,10.091684,10.091786,0.000102,0.000012,0.037422,0.000201,0.001348,
IncrementalPurgeGarbage,3,0.662482,0.161907,7.013910,7.015682,0.001772,11.411384,11.542335,0.130951,0.001772,0.130951,0.053969,0.068063,
EndOfPipeTask_RHIEndFrame,270,103.358979,0.159887,7.545689,7.550718,0.005029,10.157650,10.157944,0.000294,0.000252,0.005067,0.000592,0.000440,
FWaitingQueue_CreateThread,25,6.731914,0.159652,0.435662,0.436199,0.000537,4.148198,4.149316,0.001118,0.000267,0.076713,0.006386,0.019021,
CreateWorkerThread,25,6.731923,0.159616,0.435666,0.436199,0.000532,4.148199,4.149315,0.001116,0.000266,0.076707,0.006385,0.019021,
FAmbientOcclusionCS,14,-300.317693,0.159577,6.271756,6.281694,0.009938,6.218956,6.225139,0.006183,0.005247,0.022153,0.011398,0.005828,
UE::RHI::GPUProfiler::ProcessEvents,270,103.360099,0.157788,7.545714,7.550709,0.004995,10.157650,10.157941,0.000291,0.000249,0.005057,0.000584,0.000437,
WaitingForIo,72,35.741333,0.157698,5.155288,5.155289,0.000001,7.169090,7.169762,0.000672,0.000000,0.109388,0.002190,0.012898,
Slate::DrawWindow,275,43.245179,0.157564,3.796305,3.796435,0.000130,10.155305,10.155396,0.000091,0.000062,0.114146,0.000573,0.006874,
Lights,816,313.226495,0.156259,7.486540,7.487652,0.001113,10.091572,10.091683,0.000112,0.000029,0.008293,0.000191,0.000423,
FTSRRejectShadingCS,6,-2985.223145,0.155752,5.542123,5.564966,0.022843,5.525641,5.540113,0.014472,0.014472,0.035801,0.025959,0.008584,
FRDGBuilder::CollectResources,817,107.599280,0.155202,3.804541,3.804586,0.000045,11.397489,11.397528,0.000039,0.000005,0.014272,0.000190,0.000552,
FRDGBuilder::ProcessAsyncSetupQueue,2375,312.783295,0.154519,3.804336,3.804336,0.000000,11.397452,11.397452,0.000000,0.000000,0.000995,0.000065,0.000079,
HZB,1623,591.991007,0.152389,7.353002,7.357074,0.004072,10.094497,10.094598,0.000101,0.000004,0.006196,0.000094,0.000321,
DirectLighting,816,313.227698,0.151943,7.486543,7.487651,0.001108,10.091573,10.091677,0.000104,0.000028,0.008292,0.000186,0.000422,
UnbatchedLights,816,313.228022,0.150505,7.486546,7.487650,0.001105,10.091575,10.091677,0.000102,0.000028,0.008292,0.000184,0.000422,
FDiaphragmDOFCocDilateCS,9,42654.028436,0.148397,5.945750,5.970037,0.024287,5.933344,5.945961,0.012617,0.004788,0.027713,0.016489,0.007592,
RHI_SubmitClose,3344,410.602080,0.147137,3.596392,3.596403,0.000011,11.735749,11.740530,0.004781,0.000001,0.019155,0.000044,0.000438,
Slate_PaintSlowPath,275,43.245406,0.144951,3.796332,3.796434,0.000102,10.155311,10.155389,0.000079,0.000045,0.114098,0.000527,0.006874,
FMotionBlurFilterCS,10,297.545547,0.142296,5.807768,5.815720,0.007952,5.811918,5.841376,0.029458,0.006482,0.033969,0.014230,0.009668,
FCookedAssetRegistryPreloader::TryLoad,1,7.077877,0.141285,0.688426,0.829711,0.141285,0.688426,0.829711,0.141285,0.141285,0.141285,0.141285,0.000000,
